initial_token,token_with_border
kanagaa,kan<>aga<>a
yanit,yan<>it
kuşağına,kuşağı<>n<>a
ələlbət,ələlbə<>t
evliyaya,evliyay<>a
dayanır,day<>a<>nır
yanbu,yan<>bu
dinnə,din<>n<>ə
telavi,tel<>av<>i
suono,suon<>o
ömərdən,ömərd<>ə<>n
savaşla,sav<>aşla
maixar,maix<>a<>r
alımları,alı<>mları
boşlasin,boşlas<>i<>n
namangan,namang<>a<>n
qayıdan,qay<>ıdan
sonuçta,son<>uçt<>a
kabalax,kab<>alax
cimmyt,cimmy<>t
rifahına,rifahı<>n<>a
halid,hal<>id
qoşununa,qoş<>ununa
üçotaqlı,üçotaq<>l<>ı
ispanak,ispana<>k
hakiki,hak<>iki
banda,ban<>da
fiziksel,fizikse<>l
bədriya,bədri<>y<>a
beteen,bete<>e<>n
rvaytli,rvayt<>l<>i
uykulari,uykula<>r<>i
tapıld,tap<>ıld
dshusha,dshush<>a
akuşka,akuş<>k<>a
anar,ana<>r
olmazın,olm<>azı<>n
zygmunt,zygmun<>t
passajın,passajı<>n
karadan,kar<>a<>dan
imzalay,imz<>a<>lay
artımına,art<>ımın<>a
ayaylak,ayayl<>a<>k
balları,bal<>ları
ideyadır,ideyad<>ı<>r
qoşqar,qoş<>qar
borcumuz,bor<>cumuz
qoyuldu,qoy<>uldu
persi,per<>si
hayaldi,hay<>ald<>i
amoled,amole<>d
bambaşka,bambaş<>k<>a
müsabiqə,müs<>abiqə
çəkmiş,çək<>miş
ifaçıya,ifaçıy<>a
imzaladı,imz<>a<>ladı
otelinin,otelin<>i<>n
bilməs,bil<>m<>əs
gəlməsi,gəl<>məsi
cumalik,cumali<>k
yüklətd,yük<>lət<>d
füyuzat,füyuz<>a<>t
baxı,bax<>ı
atlanama,atlana<>m<>a
hacur,hacu<>r
avazının,avazın<>ı<>n
şağır,şağı<>r
auditin,auditi<>n
kalbinde,kal<>binde
gərümçə,gərümç<>ə
ənsəro,ənsər<>o
rəqsimdi,rəqsim<>d<>i
finalda,finald<>a
glckd,glck<>d
tintü,tint<>ü
tağına,tağın<>a
halina,hal<>ina
halından,hal<>ında<>n
anmayı,anmay<>ı
əfsuslar,əfsusl<>a<>r
qoydurub,qoy<>duru<>b
spirtin,spirti<>n
baxılı,bax<>ılı
fursant,fursan<>t
salmağa,sal<>mağ<>a
şiiler,şiile<>r
simone,sim<>one
limitsiz,limits<>i<>z
kandında,kandın<>d<>a
mindikdə,min<>dikd<>ə
teochev,teoch<>e<>v
kosmik,kosmi<>k
şerefine,şerefi<>n<>e
fleytaçı,fleytaç<>ı
oyunçuya,oyunçuy<>a
zones,zone<>s
bulezdən,bulezd<>ə<>n
eoka,eok<>a
edirs,edi<>rs
ifasının,ifasını<>n
kabüle,kabü<>l<>e
satıld,sat<>ıld
günəhin,gün<>əhin
kuriu,kur<>iu
kişar,kişa<>r
sozava,sozav<>a
məvlaya,məvla<>y<>a
alay,ala<>y
afişalar,afişal<>a<>r
kartınız,kar<>tınız
durmadan,dur<>mada<>n
iyununda,iyunund<>a
seçilird,seç<>i<>lird
belcika,bel<>cik<>a
xərcin,xərci<>n
şxslrdn,şxslrd<>n
allace,allac<>e
göbələk,göbəl<>ə<>k
figures,figure<>s
rəyinə,rəyin<>ə
naypyida,naypyi<>d<>a
ağgədik,ağgəd<>i<>k
fondda,fondd<>a
etoefl,etoef<>l
utancaq,utanc<>a<>q
dəryadan,dər<>yada<>n
şahin,şah<>in
budaqova,budaqov<>a
tərcümə,tər<>cümə
düştüle,düş<>tül<>e
etməli,etm<>ə<>li
sudda,sudd<>a
bünlarla,bünlarl<>a
törəyi,tör<>əy<>i
labirent,labiren<>t
çalışax,çal<>ı<>şax
dahayır,dahay<>ı<>r
herkesin,herkesi<>n
məkanını,mək<>anını
tanıyı,tan<>ı<>yı
kolec,kol<>ec
pirler,pirle<>r
contests,contest<>s
gördükd,gör<>dükd
louvre,louvr<>e
mathura,mathu<>r<>a
daşbaşı,daş<>baş<>ı
verilsin,ver<>ilsi<>n
edilecek,edi<>l<>ecek
taniş,tan<>iş
dostlüq,dostlü<>q
törətmi,tör<>ətmi
melman,melm<>a<>n
vəfalı,vəfal<>ı
rollarda,rollard<>a
kalay,kal<>ay
toliyer,toliy<>e<>r
qayıdır,qay<>ıdır
seimas,seima<>s
ueyn,uey<>n
qayığa,qay<>ığ<>a
zəriflik,zər<>iflik
kaldıkça,kal<>dıkç<>a
katılmış,kat<>ılmış
marafon,mar<>afon
dekanıdı,dekanı<>d<>ı
roslagen,roslag<>e<>n
örtülen,örtüle<>n
türkcell,tür<>kcel<>l
mövcud,möv<>cud
buğdası,buğdas<>ı
uzakta,uza<>kta
sürgüne,sür<>güne
qavkazda,qavkaz<>d<>a
satımı,sat<>ımı
sərgi,sər<>gi
damattan,damatt<>a<>n
gözünde,göz<>ünde
köçürmək,köç<>ürmək
təvfik,təvf<>i<>k
barışı,bar<>ışı
gitmiyo,gitmiy<>o
sintezi,sin<>tezi
ağaəli,ağaə<>l<>i
qazana,qaz<>a<>na
tərəvəz,tər<>ə<>vəz
andına,andın<>a
istirak,ist<>i<>rak
hakk,hak<>k
təhsili,təh<>sili
vardir,var<>dir
əfşar,əfş<>a<>r
jelling,jelli<>n<>g
yilani,yilan<>i
meraklı,merakl<>ı
buyrğu,buyrğ<>u
göndəriş,gön<>d<>əriş
bilirler,bil<>irle<>r
paçka,paçk<>a
yapısına,yap<>ı<>sına
ifadan,ifada<>n
yetersiz,yet<>ersiz
sədridi,sədrid<>i
vepsn,veps<>n
qorxu,qor<>xu
linksn,links<>n
oxud,oxu<>d
şandor,şando<>r
şarlar,şarla<>r
cevherin,cevher<>i<>n
şərtin,şər<>tin
gəliblə,gəl<>iblə
rühani,rüha<>n<>i
dorların,dorlar<>ı<>n
güzgüdə,güzgüd<>ə
ordunun,ordun<>u<>n
ollandın,olland<>ı<>n
yaşadığı,yaş<>a<>dığı
maralar,mar<>ala<>r
etiketli,etiketl<>i
applied,applie<>d
anıldığı,anıldığ<>ı
olmaları,olm<>a<>ları
dayağı,day<>ağ<>ı
sarkozi,sar<>koz<>i
kristian,kristia<>n
gelirle,gel<>i<>rle
bedre,bedr<>e
rəty,rət<>y
kurması,kur<>ması
kamildi,kam<>ild<>i
sentiasa,sentia<>s<>a
edilmiş,edi<>l<>miş
belaə,bel<>aə
sazaqlı,sazaql<>ı
anlının,anlın<>ı<>n
burması,bur<>mas<>ı
qalxdım,qal<>xdım
məqbərə,məq<>bərə
kağızsız,kağızs<>ı<>z
aparaq,apa<>r<>aq
mövsümə,möv<>sümə
salyalar,sal<>yalar
buraxmış,bur<>a<>xmış
ibaresi,ibares<>i
mələ,məl<>ə
qayığın,qay<>ığı<>n
mudiri,mudi<>r<>i
muscat,mus<>ca<>t
mövqeyin,möv<>qeyin
dandı,dan<>dı
veran,ver<>an
yürümeye,yür<>ümey<>e
evdaxili,evdaxi<>l<>i
küylü,küyl<>ü
əorucova,əoruco<>v<>a
vererek,ver<>ere<>k
ölmədi,ölməd<>i
mining,min<>ing
mquliyev,mquliy<>e<>v
verə,ver<>ə
götürmüş,göt<>ü<>rmüş
yerində,yer<>ində
vixtisas,vixtisa<>s
kiçilən,kiçilə<>n
eritip,eriti<>p
teatrdı,teatrd<>ı
atsınla,atsın<>l<>a
azerfon,azerfo<>n
krlighed,krlighe<>d
üsuldu,üsuld<>u
mayədən,mayəd<>ə<>n
yaşımız,yaş<>ımız
oküçük,oküçü<>k
mixça,mixç<>a
qərbində,qərbin<>d<>ə
kbol,kbo<>l
pisarski,pisars<>k<>i
vəznli,vəz<>nl<>i
ekleyini,ekleyin<>i
velhasıl,velhası<>l
qurmad,qur<>mad
rootsi,root<>s<>i
istəyinə,ist<>ə<>yinə
bouygues,bouygue<>s
hasanali,hasana<>l<>i
sağlandı,sağ<>l<>andı
etdirild,etd<>i<>rild
qalmışd,qal<>mışd
insana,ins<>ana
keçildi,keç<>i<>ldi
tokiyo,tokiy<>o
köməksiz,köməks<>i<>z
komsu,kom<>su
rafail,rafai<>l
daməndə,damən<>d<>ə
çadrasız,çadras<>ı<>z
şəmşir,şəmşi<>r
görməsin,gör<>m<>əsin
plandadı,pla<>ndad<>ı
düşüb,düş<>ü<>b
artırsaq,art<>ırsa<>q
yasaktır,yasaktı<>r
halonen,hal<>one<>n
sağında,sağın<>d<>a
tapırd,tap<>ırd
kurma,kur<>ma
yayıcıdı,yay<>ıcıd<>ı
kimliğin,kim<>liğin
görmüşük,gör<>m<>üşük
vardv,var<>dv
döndərir,dön<>dəri<>r
olmazdi,olm<>a<>zdi
səsləyən,səs<>ləyə<>n
istifady,ist<>i<>fady
gözümsün,göz<>ümsü<>n
aparılmı,apa<>r<>ılmı
şamama,şamam<>a
kunduz,kundu<>z
dəymişdi,dəymiş<>d<>i
sənədsiz,sən<>ə<>dsiz
difai,difa<>i
əzmimizə,əzmimiz<>ə
ləzgilər,ləzgilə<>r
çurtoba,çurtob<>a
otlardan,otlard<>a<>n
göstrir,gös<>t<>rir
gözünün,göz<>ünün
qori,qor<>i
çəkilmiş,çək<>ilmiş
foigny,foign<>y
özgürce,özgürc<>e
gayeye,gayey<>e
üçünsə,üçüns<>ə
proyekt,pro<>yekt
düşülür,düş<>ü<>lür
ölçülürd,ölçülür<>d
soydaşla,soy<>daşla
insayd,ins<>ayd
qalife,qal<>if<>e
kanadını,kan<>adını
kralının,kralın<>ı<>n
pölkəmiz,pölkəm<>i<>z
troslu,tros<>l<>u
alaya,ala<>ya
salem,sal<>em
məlahət,məl<>ahət
fragman,fragm<>a<>n
yildur,yildu<>r
açıdan,açıd<>a<>n
bərədə,bərəd<>ə
dschiiz,dschi<>i<>z
tikilidi,tikilid<>i
bilmri,bil<>mr<>i
kabab,kab<>ab
həncəri,həncə<>r<>i
fərdlər,fər<>dlə<>r
jennifer,jennif<>e<>r
texnogen,texnog<>e<>n
cosgrove,cosgrov<>e
riskini,riski<>ni
oluşacak,olu<>şacak
meşhed,meşhe<>d
sqkya,sqky<>a
bemol,bemo<>l
əlifbası,əli<>fbası
adasıdır,adasıd<>ı<>r
kəsilib,kəs<>ilib
zabrat,zabr<>a<>t
mirzzad,mirzza<>d
alabili,ala<>bili
buluşdum,bul<>uşdu<>m
yenilik,yen<>i<>lik
bölümler,böl<>ü<>mler
otelloda,otello<>d<>a
vergiyə,ver<>giyə
açılma,açı<>lma
aidyn,aidy<>n
gördükdə,gör<>dükdə
günin,gün<>i<>n
devrimci,dev<>rimc<>i
hayal,hay<>al
günd,gün<>d
qalxmaq,qal<>xmaq
sinai,sin<>ai
yapılıyo,yap<>ı<>lıyo
kabulda,kab<>uld<>a
sortuk,sor<>tuk
ramada,ramad<>a
bəydən,bəydə<>n
türküm,tür<>k<>üm
dözdüyü,dözdüy<>ü
təsvir,təs<>vir
olunubp,olu<>n<>ubp
yetmişəm,yet<>mişə<>m
ödəmələr,ödə<>mələr
meyarı,mey<>arı
verməklə,ver<>məkl<>ə
hazineye,haz<>iney<>e
oquzça,oquzç<>a
artması,art<>ması
eurusd,eurus<>d
vurulduq,vur<>ulduq
bilmişd,bil<>m<>işd
həllini,həlli<>n<>i
baladcur,bal<>adcu<>r
qüssədən,qüssəd<>ə<>n
yazara,yaz<>ara
dəyərdə,dəy<>ərdə
biteni,bit<>eni
rəzil,rəz<>i<>l
çalırd,çal<>ı<>rd
aralayan,aralay<>a<>n
müdhi,müd<>hi
products,pro<>ducts
qazvind,qaz<>vin<>d
nətəvür,nətəvü<>r
toponim,top<>onim
bartold,bar<>told
mövlüd,möv<>lü<>d
yapın,yap<>ı<>n
şinqo,şinq<>o
götürü,göt<>ü<>rü
happened,happene<>d
dəstələr,dəs<>t<>ələr
boşanmış,boşanmı<>ş
potinka,potin<>k<>a
qızğın,qızğ<>ı<>n
sirrini,sirrin<>i
qdrdi,qdrd<>i
qazanma,qaz<>a<>nma
qitənin,qitən<>i<>n
sayılır,say<>ılır
cazibəsi,cazibəs<>i
baxşiyev,bax<>şiye<>v
bayramdı,bay<>ramd<>ı
sabırlı,sabırl<>ı
enmişdi,enmiş<>d<>i
muraddı,muradd<>ı
qeyddate,qeyddat<>e
etmk,etm<>k
canəli,canə<>l<>i
həftədə,həftəd<>ə
yetişdu,yet<>i<>şdu
axisqa,axisq<>a
yazışır,yaz<>ı<>şır
pençe,penç<>e
vəzifəli,vəz<>ifəli
schyz,schy<>z
istihdam,ist<>ihda<>m
qoşuld,qoş<>uld
blizko,blizk<>o
direnişi,dir<>enişi
acaba,acab<>a
türkcədə,tür<>kcəd<>ə
kvebek,kveb<>e<>k
kündi,künd<>i
lezzetli,lezzet<>l<>i
himninə,himnin<>ə
tabiridi,tabirid<>i
takje,takj<>e
izahında,izahınd<>a
american,americ<>a<>n
mali,mal<>i
eəsədov,eəsəd<>o<>v
gözlüm,göz<>l<>üm
duşman,duşm<>a<>n
həmsədri,həm<>sədri
çomak,çom<>a<>k
halle,hal<>le
dopinqə,dopinq<>ə
belələri,bel<>ələr<>i
yend,yen<>d
çxmalyq,çxmaly<>q
barmağı,bar<>mağ<>ı
vodina,vodi<>n<>a
bicək,bicə<>k
vero,ver<>o
qucağıma,qucağım<>a
şöbsind,şöbsi<>n<>d
meyvələr,mey<>vələr
çəkil,çək<>il
btan,bta<>n
henüz,henü<>z
oxunacaq,oxunac<>a<>q
garsli,garsl<>i
tutturan,tut<>tura<>n
birləşsə,bir<>ləşs<>ə
meçhul,meçhu<>l
güclənən,güc<>lənən
yönümü,yön<>ümü
hakl,hak<>l
nazxanım,nazxanı<>m
bilmeye,bil<>m<>eye
rtmblvnx,rtmblvn<>x
kayğana,kay<>ğana
sayğaca,say<>ğaca
qaçmayan,qaçmay<>a<>n
enmidi,enmid<>i
təkjə,tək<>j<>ə
nağdsız,nağds<>ı<>z
borcları,bor<>cları
enver,enve<>r
oturumda,oturumd<>a
boyuttan,boyutt<>a<>n
pememp,pemem<>p
qayğını,qay<>ğını
satılı,sat<>ılı
oluşur,olu<>şur
kvartira,kvarti<>r<>a
məhsu,məh<>su
katiblər,kat<>iblər
becərmək,becərm<>ə<>k
əzabkeş,əzabke<>ş
çəkisi,çək<>isi
adasında,ada<>sında
yazmağı,yaz<>mağı
etməkdı,etm<>ə<>kdı
vuruşan,vur<>uşan
üyesinin,üyesini<>n
mətubat,mətuba<>t
adresten,adrest<>e<>n
geldik,gel<>dik
fitri,fitr<>i
kəndində,kəndind<>ə
bussotti,bussot<>t<>i
soylayır,soy<>layır
fetvası,fetva<>s<>ı
adsldi,adsl<>d<>i
taryel,tar<>ye<>l
dəymiş,dəy<>miş
sənaye,sən<>aye
karğuç,kar<>ğuç
sarayına,sar<>ayına
yaldızlı,yaldız<>l<>ı
mamaşov,mamaş<>o<>v
startı,sta<>rtı
ryszard,rysza<>r<>d
bavariya,bavari<>y<>a
qalxması,qal<>xması
qədimidi,qədimi<>d<>i
minməsi,min<>məs<>i
kimsə,kim<>sə
əroğan,əroğ<>a<>n
koyarlar,koyarl<>a<>r
asimqızı,asimqız<>ı
istəyiri,ist<>ə<>yiri
sinonimi,sin<>onimi
piyasası,piyasas<>ı
bilimlər,bil<>imlə<>r
aramaya,ara<>may<>a
property,pro<>pert<>y
təpəyə,təpəy<>ə
çəribaşı,çəribaş<>ı
gençliği,gen<>çliği
muqareti,muqaret<>i
görkmli,gör<>kml<>i
əsası,əsa<>sı
birjasi,bir<>jasi
anaraq,ana<>ra<>q
sürücü,sür<>ücü
başarılı,baş<>arılı
agencies,agencie<>s
biliyə,bil<>i<>yə
agaeva,agae<>v<>a
çalışdı,çal<>ı<>şdı
işləyiri,işl<>ə<>yiri
başliyan,baş<>liya<>n
saygının,say<>gını<>n
eruşet,eruşe<>t
protesto,pro<>testo
uyğundur,uyğundu<>r
açacaqdı,açacaq<>d<>ı
aləmdəki,aləmdə<>k<>i
aadak,aada<>k
çraki,çra<>k<>i
hlde,hld<>e
ifanı,ifan<>ı
yüzyıl,yüz<>yıl
asra,asr<>a
konumu,kon<>u<>mu
aklından,aklınd<>a<>n
sürix,sür<>ix
muarem,muare<>m
nümunəli,nüm<>unəli
açımı,açı<>m<>ı
dəyərini,dəy<>ərin<>i
inanılıb,ina<>nılıb
qədrini,qədri<>n<>i
uyardık,uyardı<>k
rufai,rufa<>i
türku,tür<>k<>u
statuses,sta<>tuse<>s
gereç,ger<>eç
səyyarə,səyyar<>ə
dağıldı,dağ<>ı<>ldı
qarabağı,qar<>a<>bağı
törəmə,tör<>əmə
mmyt,mmy<>t
ləğvetmə,ləğvetm<>ə
şahıslar,şah<>ıslar
dhştli,dhşt<>l<>i
işığının,işığın<>ı<>n
manatını,man<>atın<>ı
yarpaqlı,yar<>paqlı
arxada,arxad<>a
çınıbay,çınıba<>y
edilibdi,edi<>libd<>i
göndərd,gön<>d<>ərd
dillerdi,dil<>lerdi
qəhvəyi,qəhvəy<>i
cevahir,cevah<>i<>r
ocean,oce<>a<>n
köçünün,köç<>ünü<>n
matəm,matə<>m
laikliği,laikliğ<>i
uğratıyo,uğratıy<>o
icarədən,icarəd<>ə<>n
sağlanır,sağ<>l<>anır
doğruyd,doğ<>ruyd
osloda,oslo<>d<>a
izlarim,izlari<>m
dəstləri,dəs<>t<>ləri
dilidir,dil<>idi<>r
parsim,par<>si<>m
stilləri,stillər<>i
nbabayev,nbabay<>e<>v
biden,bide<>n
yayıld,yay<>ı<>ld
saxlayıb,sax<>l<>ayıb
mahar,mah<>ar
riting,riti<>n<>g
yakası,yakas<>ı
ikiqat,ikiq<>a<>t
məqama,məq<>ama
edibp,edi<>bp
laxanaya,laxanay<>a
birlikə,bir<>l<>ikə
istədiyi,ist<>ə<>diyi
boykotu,boykot<>u
açılım,açı<>lım
borgeze,bor<>gez<>e
kıbleye,kıbley<>e
əlimiz,əli<>miz
statünün,sta<>tünü<>n
ələtdə,ələtd<>ə
bakanlar,bak<>anlar
dönüşü,dön<>üşü
makuşke,makuşk<>e
aramadan,ara<>mada<>n
genç,gen<>ç
ndebet,ndebe<>t
gorgul,gorgu<>l
klipdə,klip<>d<>ə
əlhəddin,əlhədd<>i<>n
laylanı,laylan<>ı
qazax,qaz<>a<>x
deyir,dey<>i<>r
karlukığ,kar<>lukığ
sehirli,sehir<>l<>i
ilıq,ilı<>q
kitabevi,kit<>abev<>i
almasına,alm<>asın<>a
girəndə,gir<>ənd<>ə
brevik,brev<>i<>k
kobaze,kobaz<>e
pcari,pca<>r<>i
müllheim,müllhei<>m
qurba,qur<>ba
kanları,kan<>ları
sukutla,sukut<>l<>a
allenbi,allenb<>i
sevgidir,sev<>gidi<>r
stadiyon,sta<>diyo<>n
tutumuna,tut<>u<>muna
işlri,işl<>r<>i
zeniüa,zeniü<>a
yaşlar,yaş<>lar
faroe,faro<>e
tajijnan,tajijn<>a<>n
ruhsal,ruhs<>a<>l
gülhnə,gül<>hn<>ə
alpaslan,alpasl<>a<>n
seçərək,seç<>ərə<>k
dilimə,dil<>imə
canga,can<>g<>a
sübhün,sübhü<>n
lemde,lemd<>e
vvldn,vvld<>n
vazqal,vazq<>a<>l
gərdəyə,gərdəy<>ə
yerini,yer<>ini
ekaruzo,ekaruz<>o
baxışdan,baxışd<>a<>n
təsisatı,təs<>isatı
eşyalar,eşyal<>a<>r
konsyerj,kon<>s<>yerj
hallda,hal<>ld<>a
ötənmi,ötənm<>i
alabama,ala<>bam<>a
əşşi,əşş<>i
komşudu,kom<>şud<>u
udilər,udilə<>r
kazılar,kaz<>ılar
kingdom,kingdo<>m
azərcell,azə<>rcel<>l
gətirlə,gət<>irl<>ə
yüyrək,yüyr<>ə<>k
kqrenbek,kqrenb<>e<>k
olumlu,olu<>mlu
geçlere,geç<>ler<>e
yolla,yol<>la
çıkarcı,çık<>arcı
aralik,ara<>lik
yaşayışa,yaş<>a<>yışa
çoxdan,çox<>dan
qırland,qırlan<>d
sürməyə,sür<>məyə
şərəflə,şər<>əflə
serar,ser<>ar
yoniyer,yoniy<>e<>r
məhz,məh<>z
hənki,hənk<>i
zülfünü,zülfün<>ü
pilləkan,pillək<>a<>n
çağırış,çağ<>ırış
karidən,karid<>ə<>n
kalesi,kal<>es<>i
bilinəcə,bil<>i<>nəcə
atanı,ata<>nı
gerbini,ger<>bin<>i
şifrəsi,şifrəs<>i
görülməs,gör<>ü<>lməs
gıjakla,gıjak<>l<>a
yaratmı,yar<>a<>tmı
çəngin,çəngi<>n
cenevada,ceneva<>d<>a
keçirmiş,keç<>i<>rmiş
sanatı,san<>atı
kyat,kya<>t
şurasına,şurasın<>a
buluşan,bul<>uşa<>n
qaladan,qal<>ada<>n
tanımışa,tan<>ı<>mışa
valonlar,valonl<>a<>r
isolated,isolate<>d
yolland,yol<>land
məzunlar,məz<>unlar
pöncə,pönc<>ə
etmirəm,etm<>irəm
dəşhətli,dəşhət<>l<>i
müxəmməs,müxəmmə<>s
yetdi,yet<>d<>i
oxumanın,oxuman<>ı<>n
tanesi,tan<>esi
məcnunda,məcnund<>a
salsaq,sal<>saq
şaikə,şaik<>ə
boxca,boxc<>a
egovaz,egova<>z
qavramlı,qavraml<>ı
bureau,bur<>ea<>u
tuşlayıb,tuşlayı<>b
sıkarsın,sıkars<>ı<>n
verirhş,ver<>irh<>ş
sularnn,sularn<>n
alamut,ala<>mu<>t
sorulma,sor<>ulma
türbəsi,tür<>bəsi
trafikə,tra<>fikə
minamoto,min<>amoto
şenoba,şenob<>a
lirəsini,lirəsi<>n<>i
deşdiman,deşdim<>a<>n
işləməli,işl<>ə<>məli
azalmayı,aza<>lmay<>ı
bakımdan,bakımd<>a<>n
süreçte,sür<>eçt<>e
anlarla,anl<>arl<>a
yelləri,yellər<>i
keşlə,keşl<>ə
sahədi,sah<>ədi
minacət,min<>acə<>t
aybəqüd,aybəqü<>d
sınaqlar,sın<>aqlar
etmədən,etm<>ədə<>n
kompotu,kom<>pot<>u
ağcəbədi,ağcəbə<>d<>i
bekri,bekr<>i
sadalayı,sadalay<>ı
açılması,açı<>lması
kursla,kur<>sla
mirror,mirro<>r
gözləyib,göz<>l<>əyib
xyyın,xyy<>ı<>n
təsiridi,təs<>irid<>i
ruhunun,ruhunu<>n
torosyan,torosy<>a<>n
yazısına,yaz<>ı<>sına
soros,sor<>o<>s
salmaqda,sal<>maqda
qırnata,qırnat<>a
yaqubdan,yaqubd<>a<>n
kalkması,kal<>kmas<>ı
paştuca,paştuc<>a
karlar,kar<>lar
kuruludu,kur<>ulud<>u
dilçilər,dil<>çilə<>r
bizansın,bizansı<>n
açılanda,açı<>land<>a
haradan,har<>adan
mənəvi,mən<>əvi
seçki,seç<>ki
tarixe,tar<>i<>xe
linkinin,linkin<>i<>n
xaləddin,xalədd<>i<>n
usame,usam<>e
yokari,yoka<>r<>i
oktavaya,oktavay<>a
vaksina,vaksi<>n<>a
yürütülü,yür<>ütülü
ditalia,ditali<>a
yanda,yan<>da
asiyadır,asiyadı<>r
tdəş,tdə<>ş
edilgen,edilg<>e<>n
əmimi,əmim<>i
yüzə,yüz<>ə
edigey,edi<>ge<>y
arnhem,arnhe<>m
çıxışım,çıx<>ışım
ölçiyə,ölçiy<>ə
söylüyor,söy<>l<>üyor
emeğinin,emeğin<>i<>n
vzifnin,vzifn<>i<>n
hurrice,hurric<>e
diləyin,dil<>əyin
diyerlar,diyerla<>r
eretna,eretn<>a
soğanını,soğanı<>n<>ı
alimini,alimi<>n<>i
manatda,man<>atda
vururu,vur<>uru
qanund,qan<>und
boru,bor<>u
diniyev,din<>iyev
düşeron,düş<>ero<>n
təmirin,təm<>iri<>n
sarsıda,sar<>sıda
üçmıx,üçmı<>x
gurda,gurd<>a
futzal,futz<>a<>l
biter,bit<>er
mənə,mən<>ə
dövtələb,döv<>tələb
kaybolsa,kay<>bols<>a
bankinda,ban<>kind<>a
fouquet,fouque<>t
kanalıdı,kan<>alıd<>ı
uyarlama,uyarlam<>a
articles,art<>icle<>s
görəcə,gör<>əcə
vuruşub,vur<>uşub
təmirdə,təm<>ird<>ə
efirdən,efird<>ə<>n
asudə,asud<>ə
tələyə,təl<>əy<>ə
etmyin,etmy<>i<>n
seckidə,secki<>d<>ə
aramsız,ara<>msı<>z
verirbu,ver<>i<>rbu
benazir,benaz<>i<>r
adlarna,adl<>arn<>a
dilindən,dil<>ində<>n
alətində,alətin<>d<>ə
lkoqana,lkoqa<>n<>a
çadranı,çadran<>ı
edirm,edi<>rm
edərkan,edərka<>n
artdı,art<>dı
aeqvi,aeqv<>i
ailəmizə,ailəmiz<>ə
akira,akir<>a
yüzüne,yüz<>üne
iyioldu,iyiold<>u
stage,sta<>ge
oxiya,oxi<>y<>a
təranə,tər<>an<>ə
kozlov,kozlo<>v
izlemesi,izlemes<>i
kazımbəy,kaz<>ımbəy
bakıda,bak<>ıda
şahidiyə,şah<>idiy<>ə
anterp,anter<>p
qoymad,qoy<>mad
əkinlərə,əkinlər<>ə
peşənin,peşən<>i<>n
gerisi,ger<>isi
məktubda,mək<>tubd<>a
xosrov,xosr<>o<>v
bölünsün,böl<>ünsü<>n
patricia,patrici<>a
bakırı,bak<>ır<>ı
yetirməl,yet<>i<>rməl
phasan,phas<>a<>n
göyərir,göyəri<>r
xadimlri,xadimlr<>i
taxıldır,taxıld<>ı<>r
fərqinə,fər<>qinə
kardeşli,kar<>deşli
gömək,gömə<>k
həmid,həm<>id
taşdan,taşda<>n
babasını,babasın<>ı
tamerlan,tamerl<>a<>n
yamalak,yamala<>k
genişlni,gen<>işln<>i
itməsi,itməs<>i
tapan,tap<>an
shapou,shapo<>u
dirt,dir<>t
tərs,tər<>s
simgesi,sim<>gesi
ture,tur<>e
səsləyib,səs<>l<>əyib
mşhur,mşh<>u<>r
tazyik,tazy<>i<>k
abıyevə,abıyev<>ə
verənlə,ver<>ənlə
düşərim,düş<>əri<>m
turizmdə,tur<>izmd<>ə
çuvaşiya,çuvaşiy<>a
atabek,ata<>bek
damien,dami<>e<>n
başq,baş<>q
getməli,get<>məli
silinen,sil<>ine<>n
haley,hal<>ey
bilən,bil<>ən
arfadakı,arfada<>k<>ı
nemvrod,nemvro<>d
natəvan,natəva<>n
meşəni,meşən<>i
kazanımı,kaz<>anımı
savundu,sav<>und<>u
basqın,bas<>qın
yunandı,yunand<>ı
yazırlar,yaz<>ırla<>r
batınıdı,batınıd<>ı
yollayan,yol<>layan
məzahir,məzah<>i<>r
düzeyidi,düz<>eyid<>i
qalxızıb,qal<>xızı<>b
hammzn,hammz<>n
bölünü,böl<>ü<>nü
qayitdi,qayit<>d<>i
kapak,kap<>ak
balaçaur,bal<>açau<>r
görüyor,gör<>ü<>yor
dinlere,din<>lere
angelas,angela<>s
güneyde,gün<>eyde
bolesla,boles<>l<>a
gereken,ger<>eken
halaçlar,halaçl<>a<>r
koopmans,koopman<>s
persler,per<>sler
aşxara,aşxar<>a
ididaim,ididai<>m
ayabek,ayab<>e<>k
satı,sat<>ı
qalmışla,qal<>mışl<>a
koymustu,koymust<>u
qalıqlar,qal<>ıqlar
ailənlə,ailənl<>ə
yolluk,yol<>lu<>k
sızqa,sızq<>a
fider,fide<>r
gücümüzü,güc<>ümüzü
yazıçısı,yaz<>ıçıs<>ı
kalbini,kal<>bini
manşet,man<>şe<>t
pijamaya,pijamay<>a
yazsa,yaz<>sa
təlimat,təl<>imat
şahnamə,şah<>namə
arabs,ara<>bs
karlton,kar<>lto<>n
gəzirsə,gəzirs<>ə
gündəm,gün<>dəm
mifini,mifin<>i
düzgun,düz<>gu<>n
verəcəkm,ver<>əcəkm
xorxi,xorx<>i
hasılaya,hasılay<>a
cümlənin,cümlən<>i<>n
ının,ın<>ı<>n
scdinin,scdin<>i<>n
baka,bak<>a
dərsli,dər<>sli
şiirsel,şiirse<>l
